CustomerID,Recency,Frequency,Monetary,FirstPurchase,LastPurchase,CountryMode,CustomerTenureDays,AverageBasket,Cluster,segment_name
12374,25,4,2989.2200000000003,2010-04-30 14:01:00,2011-11-14 15:37:00,Austria,588,747.3050000000001,2,Actifs à montant élevé
12375,11,2,457.5,2011-09-02 14:23:00,2011-11-29 10:36:00,Finland,98,228.75,3,Achats récents occasionnels
12376,390,2,503.15,2010-10-18 08:42:00,2010-11-15 12:15:00,Switzerland,418,251.575,4,Achats anciens
12377,315,4,3426.32,2010-04-29 15:34:00,2011-01-28 15:45:00,Switzerland,589,856.58,4,Achats anciens
12378,130,2,5416.32,2010-05-26 14:07:00,2011-08-02 10:34:00,Switzerland,562,2708.16,4,Achats anciens
12379,82,4,1620.22,2010-06-23 12:49:00,2011-09-19 10:09:00,Belgium,535,405.055,4,Achats anciens
12380,22,11,9676.300000000001,2010-02-15 12:05:00,2011-11-18 11:27:00,Belgium,663,879.6636363636364,0,Champions
12381,5,5,1845.31,2011-08-12 09:57:00,2011-12-05 12:44:00,Norway,120,369.062,2,Actifs à montant élevé
12383,185,5,1850.56,2010-12-22 14:28:00,2011-06-08 08:02:00,Belgium,352,370.11199999999997,4,Achats anciens
12384,29,2,585.27,2011-08-10 11:23:00,2011-11-11 08:39:00,Switzerland,122,292.635,3,Achats récents occasionnels
12385,379,1,1938.4,2010-11-25 15:14:00,2010-11-25 15:14:00,Belgium,379,1938.4,4,Achats anciens
12386,338,2,660.8,2010-12-08 09:53:00,2011-01-06 12:37:00,Australia,367,330.4,4,Achats anciens
12387,415,1,143.94,2010-10-20 16:27:00,2010-10-20 16:27:00,Australia,415,143.94,1,Achats anciens à faible montant
12388,16,8,3901.11,2010-05-06 12:54:00,2011-11-24 12:30:00,Australia,582,487.63875,2,Actifs à montant élevé
12389,403,3,1433.33,2010-02-22 10:15:00,2010-11-02 11:52:00,Australia,656,477.77666666666664,4,Achats anciens
12390,80,1,549.84,2011-09-21 09:33:00,2011-09-21 09:33:00,Belgium,80,549.84,3,Achats récents occasionnels
12391,22,6,2724.84,2010-02-15 10:12:00,2011-11-18 12:07:00,Cyprus,663,454.14000000000004,2,Actifs à montant élevé
12392,591,1,234.75000000000003,2010-04-27 14:04:00,2010-04-27 14:04:00,Australia,591,234.75000000000003,1,Achats anciens à faible montant
12393,72,6,2399.4500000000003,2010-10-07 13:49:00,2011-09-28 15:41:00,Australia,428,399.90833333333336,2,Actifs à montant élevé
12394,64,2,1272.48,2011-05-06 14:01:00,2011-10-07 08:08:00,Belgium,217,636.24,3,Achats récents occasionnels
12395,19,15,5067.27,2010-04-16 10:16:00,2011-11-20 15:21:00,Belgium,603,337.81800000000004,0,Champions
12396,674,1,931.43,2010-02-03 13:22:00,2010-02-03 13:22:00,RSA,674,931.43,4,Achats anciens
12397,36,2,2409.9,2011-07-27 14:21:00,2011-11-04 09:52:00,Belgium,135,1204.95,3,Achats récents occasionnels
12398,46,1,1635.6599999999999,2011-10-25 10:27:00,2011-10-25 10:27:00,Switzerland,46,1635.6599999999999,3,Achats récents occasionnels
12399,119,7,1962.3,2010-03-05 08:45:00,2011-08-12 13:15:00,Belgium,645,280.3285714285714,2,Actifs à montant élevé
12400,414,1,205.25,2010-10-21 13:45:00,2010-10-21 13:45:00,Australia,414,205.25,1,Achats anciens à faible montant
12401,303,1,84.3,2011-02-09 13:50:00,2011-02-09 13:50:00,Belgium,303,84.3,1,Achats anciens à faible montant
12402,323,6,1256.9,2010-02-07 12:41:00,2011-01-20 13:49:00,Belgium,671,209.48333333333335,4,Achats anciens
12403,50,2,1019.36,2010-07-06 11:39:00,2011-10-21 10:51:00,Denmark,522,509.68,3,Achats récents occasionnels
12404,682,1,63.24,2010-01-26 16:25:00,2010-01-26 16:25:00,Finland,682,63.24,1,Achats anciens à faible montant
12405,149,1,1710.39,2011-07-14 08:52:00,2011-07-14 08:52:00,Finland,149,1710.39,4,Achats anciens
12406,22,5,6390.36,2010-01-11 14:04:00,2011-11-17 19:22:00,Denmark,697,1278.072,2,Actifs à montant élevé
12407,50,5,1708.1200000000001,2011-03-20 13:21:00,2011-10-21 10:11:00,Belgium,264,341.624,2,Actifs à montant élevé
12408,33,8,4340.7699999999995,2010-07-29 13:27:00,2011-11-07 12:27:00,Belgium,498,542.5962499999999,2,Actifs à montant élevé
12409,79,7,23419.29,2010-05-23 15:21:00,2011-09-22 10:38:00,Switzerland,565,3345.612857142857,2,Actifs à montant élevé
12410,309,3,1013.71,2010-07-25 13:26:00,2011-02-04 10:39:00,Switzerland,502,337.90333333333336,4,Achats anciens
12411,410,1,346.9,2010-10-26 09:25:00,2010-10-26 09:25:00,Australia,410,346.9,1,Achats anciens à faible montant
12412,75,6,2596.93,2010-06-18 13:22:00,2011-09-26 10:16:00,Denmark,539,432.82166666666666,2,Actifs à montant élevé
12413,67,4,999.45,2010-11-02 13:26:00,2011-10-04 09:00:00,France,402,249.8625,4,Achats anciens
12414,217,6,952.41,2010-09-02 12:22:00,2011-05-06 14:51:00,Austria,464,158.73499999999999,4,Achats anciens
12415,24,28,144458.37,2010-06-30 08:30:00,2011-11-15 14:22:00,Australia,528,5159.2275,0,Champions
12416,657,1,202.56,2010-02-21 10:19:00,2010-02-21 10:19:00,Australia,657,202.56,1,Achats anciens à faible montant
12417,3,20,6797.41,2009-12-06 10:30:00,2011-12-06 14:52:00,Belgium,734,339.8705,0,Champions
12418,113,4,2021.2,2010-03-19 14:47:00,2011-08-19 11:08:00,Switzerland,630,505.3,4,Achats anciens
12419,386,2,503.01,2010-10-22 10:40:00,2010-11-19 10:04:00,Spain,414,251.505,4,Achats anciens
12420,64,1,600.39,2011-10-07 08:55:00,2011-10-07 08:55:00,Cyprus,64,600.39,3,Achats récents occasionnels
12421,16,6,1098.6,2010-07-22 13:57:00,2011-11-24 09:07:00,Spain,505,183.1,2,Actifs à montant élevé
12422,96,17,5231.8,2009-12-18 12:44:00,2011-09-05 09:48:00,Switzerland,722,307.7529411764706,2,Actifs à montant élevé
12423,1,10,2622.39,2010-08-31 09:31:00,2011-12-09 10:10:00,Belgium,466,262.239,0,Champions
12424,163,4,3340.03,2010-06-09 15:15:00,2011-06-30 12:06:00,Australia,548,835.0075,4,Achats anciens
12425,78,2,1741.41,2010-09-17 14:10:00,2011-09-22 17:31:00,Portugal,448,870.705,4,Achats anciens
12426,195,2,1345.21,2010-02-15 08:41:00,2011-05-29 12:26:00,Germany,663,672.605,4,Achats anciens
12427,22,3,1129.3,2010-12-03 10:44:00,2011-11-18 08:56:00,Germany,372,376.43333333333334,3,Achats récents occasionnels
12428,26,9,7956.46,2011-03-01 09:33:00,2011-11-14 08:22:00,Finland,284,884.0511111111111,2,Actifs à montant élevé
12429,9,8,7485.91,2010-06-11 13:28:00,2011-11-30 17:22:00,Denmark,546,935.73875,2,Actifs à montant élevé
12430,43,1,256.4,2011-10-27 15:09:00,2011-10-27 15:09:00,Norway,43,256.4,3,Achats récents occasionnels
12431,36,27,10790.47,2010-01-15 09:04:00,2011-11-04 11:55:00,Australia,694,399.647037037037,0,Champions
12432,43,5,5059.32,2011-06-20 13:27:00,2011-10-28 11:43:00,Norway,172,1011.8639999999999,2,Actifs à montant élevé
12433,1,10,20581.26,2010-08-20 09:23:00,2011-12-09 10:02:00,Norway,477,2058.1259999999997,0,Champions
12434,85,3,1103.43,2010-11-23 13:38:00,2011-09-16 12:38:00,Australia,381,367.81,4,Achats anciens
12435,80,6,13925.93,2009-12-02 13:58:00,2011-09-21 09:06:00,Denmark,737,2320.9883333333332,2,Actifs à montant élevé
12436,100,1,509.01,2011-09-01 12:09:00,2011-09-01 12:09:00,Norway,100,509.01,1,Achats anciens à faible montant
12437,2,39,12683.4,2009-12-02 16:24:00,2011-12-08 11:35:00,France,737,325.2153846153846,0,Champions
12438,14,2,2906.85,2011-07-22 13:29:00,2011-11-25 13:28:00,Norway,140,1453.425,3,Achats récents occasionnels
12439,683,2,1142.88,2009-12-14 08:40:00,2010-01-26 12:11:00,Cyprus,726,571.44,4,Achats anciens
12440,462,2,859.2,2009-12-22 12:03:00,2010-09-03 13:11:00,Austria,718,429.6,4,Achats anciens
12441,367,1,347.1,2010-12-08 10:45:00,2010-12-08 10:45:00,France,367,347.1,1,Achats anciens à faible montant
12442,3,1,172.06,2011-12-06 14:22:00,2011-12-06 14:22:00,Spain,3,172.06,3,Achats récents occasionnels
12443,732,1,485.31,2009-12-07 15:42:00,2009-12-07 15:42:00,Norway,732,485.31,1,Achats anciens à faible montant
12444,21,5,5005.46,2011-06-21 14:00:00,2011-11-18 13:23:00,Norway,171,1001.092,2,Actifs à montant élevé
12445,22,2,434.98,2010-10-15 12:28:00,2011-11-17 18:43:00,Spain,421,217.49,3,Achats récents occasionnels
12446,58,1,1002.3100000000001,2011-10-13 12:50:00,2011-10-13 12:50:00,RSA,58,1002.3100000000001,3,Achats récents occasionnels
12447,243,1,476.49,2011-04-10 13:25:00,2011-04-10 13:25:00,Belgium,243,476.49,1,Achats anciens à faible montant
12448,44,1,449.45,2011-10-26 13:46:00,2011-10-26 13:46:00,Spain,44,449.45,3,Achats récents occasionnels
12449,22,6,4835.89,2010-09-27 09:37:00,2011-11-17 13:46:00,Belgium,439,805.9816666666667,2,Actifs à montant élevé
12450,156,5,688.2,2010-08-22 13:11:00,2011-07-06 14:41:00,Spain,474,137.64000000000001,4,Achats anciens
12451,11,8,12669.88,2010-06-28 12:58:00,2011-11-29 08:40:00,Switzerland,529,1583.735,0,Champions
12452,17,2,430.57,2011-11-23 08:05:00,2011-11-23 10:28:00,Switzerland,17,215.285,3,Achats récents occasionnels
12453,134,1,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,Austria,134,707.09,4,Achats anciens
12454,56,5,16679.78,2010-10-14 17:33:00,2011-10-14 17:13:00,Spain,421,3335.9559999999997,2,Actifs à montant élevé
12455,73,10,5879.95,2009-12-18 12:33:00,2011-09-27 15:31:00,Cyprus,722,587.995,2,Actifs à montant élevé
12456,44,3,3181.04,2011-03-30 09:12:00,2011-10-26 14:41:00,Switzerland,255,1060.3466666666666,2,Actifs à montant élevé
12457,66,8,2995.91,2010-09-30 17:59:00,2011-10-04 13:13:00,Switzerland,435,374.48875,2,Actifs à montant élevé
12458,71,4,1777.49,2010-08-09 10:33:00,2011-09-29 15:25:00,Switzerland,488,444.3725,2,Actifs à montant élevé
12459,605,1,454.36,2010-04-13 14:53:00,2010-04-13 14:53:00,Spain,605,454.36,1,Achats anciens à faible montant
12460,456,1,326.65,2010-09-09 13:51:00,2010-09-09 13:51:00,Belgium,456,326.65,1,Achats anciens à faible montant
12461,94,2,826.88,2011-07-08 10:23:00,2011-09-06 16:57:00,Switzerland,155,413.44,4,Achats anciens
12462,19,2,1189.59,2011-02-09 14:44:00,2011-11-21 09:11:00,Spain,303,594.795,3,Achats récents occasionnels
12463,53,4,1344.78,2011-04-12 12:47:00,2011-10-17 13:44:00,Belgium,242,336.195,2,Actifs à montant élevé
12464,10,8,1212.05,2011-02-03 13:30:00,2011-11-29 13:33:00,Belgium,309,151.50625,2,Actifs à montant élevé
12465,17,2,742.1899999999999,2011-06-23 13:37:00,2011-11-22 16:34:00,Belgium,169,371.09499999999997,3,Achats récents occasionnels
12466,682,1,56.73,2010-01-26 16:26:00,2010-01-26 16:26:00,France,682,56.73,1,Achats anciens à faible montant
12467,423,1,132.8,2010-10-12 15:41:00,2010-10-12 15:41:00,USA,423,132.8,1,Achats anciens à faible montant
12468,188,5,3670.74,2010-01-26 10:09:00,2011-06-05 11:36:00,Germany,683,734.1479999999999,4,Achats anciens
12469,523,2,3070.54,2010-06-21 10:30:00,2010-07-05 12:40:00,Thailand,537,1535.27,4,Achats anciens
12470,690,1,211.95,2010-01-19 11:01:00,2010-01-19 11:01:00,Unspecified,690,211.95,1,Achats anciens à faible montant
12471,2,79,39918.19,2009-12-07 10:41:00,2011-12-07 15:43:00,Germany,733,505.2935443037975,0,Champions
12472,32,19,17880.59,2009-12-14 10:49:00,2011-11-07 14:01:00,Germany,726,941.0836842105264,0,Champions
12473,29,5,3928.0499999999997,2011-06-01 10:15:00,2011-11-10 13:46:00,Germany,192,785.6099999999999,2,Actifs à montant élevé
12474,17,31,12372.75,2010-02-11 09:41:00,2011-11-22 14:39:00,Germany,667,399.1209677419355,0,Champions
12475,54,2,1149.64,2010-10-26 08:49:00,2011-10-17 10:10:00,Germany,410,574.82,3,Achats récents occasionnels
12476,16,23,14083.91,2010-07-26 09:04:00,2011-11-24 12:40:00,Germany,502,612.3439130434782,0,Champions
12477,23,9,20276.37,2010-03-26 14:01:00,2011-11-17 09:51:00,Germany,623,2252.93,0,Champions
12478,4,1,680.99,2011-12-06 09:56:00,2011-12-06 09:56:00,Greece,4,680.99,3,Achats récents occasionnels
12479,11,1,527.2,2011-11-28 13:26:00,2011-11-28 13:26:00,Germany,11,527.2,3,Achats récents occasionnels
12480,28,7,5464.85,2010-07-20 13:21:00,2011-11-11 14:52:00,Germany,507,780.6928571428572,2,Actifs à montant élevé
12481,23,15,12344.89,2010-04-11 13:10:00,2011-11-17 08:29:00,Germany,607,822.9926666666667,0,Champions
12482,576,29,23691.4,2010-02-24 10:24:00,2010-05-12 16:51:00,Sweden,654,816.944827586207,0,Champions
12483,17,19,5097.18,2010-01-31 13:28:00,2011-11-22 17:02:00,Sweden,677,268.27263157894737,0,Champions
12484,33,12,6354.1,2010-01-27 16:41:00,2011-11-07 11:37:00,Spain,681,529.5083333333333,2,Actifs à montant élevé
12485,529,1,708.1,2010-06-28 15:22:00,2010-06-28 15:22:00,Sweden,529,708.1,1,Achats anciens à faible montant
12486,432,1,1037.28,2010-10-04 12:14:00,2010-10-04 12:14:00,Sweden,432,1037.28,4,Achats anciens
12487,731,1,285.29999999999995,2009-12-09 11:36:00,2009-12-09 11:36:00,Sweden,731,285.29999999999995,1,Achats anciens à faible montant
12488,10,3,1298.66,2011-09-25 10:34:00,2011-11-30 08:50:00,France,76,432.8866666666667,3,Achats récents occasionnels
12489,336,1,334.93,2011-01-07 13:13:00,2011-01-07 13:13:00,France,336,334.93,1,Achats anciens à faible montant
12490,5,21,9823.64,2009-12-01 12:52:00,2011-12-04 16:07:00,France,738,467.79238095238094,0,Champions
12491,39,1,460.40000000000003,2011-11-01 12:18:00,2011-11-01 12:18:00,France,39,460.40000000000003,3,Achats récents occasionnels
12492,63,3,715.21,2010-11-01 14:58:00,2011-10-07 15:15:00,Germany,403,238.40333333333334,3,Achats récents occasionnels
12493,166,2,433.74,2011-05-26 14:53:00,2011-06-27 10:17:00,France,197,216.87,1,Achats anciens à faible montant
12494,16,9,1872.8700000000001,2010-05-12 13:52:00,2011-11-24 09:34:00,France,576,208.0966666666667,2,Actifs à montant élevé
12495,641,1,357.4,2010-03-09 10:53:00,2010-03-09 10:53:00,Sweden,641,357.4,1,Achats anciens à faible montant
12496,620,2,45.34,2010-03-29 13:57:00,2010-03-29 14:06:00,Spain,620,22.67,1,Achats anciens à faible montant
12497,82,3,6248.5,2010-03-05 09:39:00,2011-09-19 12:29:00,Germany,645,2082.8333333333335,2,Actifs à montant élevé
12498,21,3,403.70000000000005,2011-10-13 09:30:00,2011-11-18 12:53:00,Germany,58,134.5666666666667,3,Achats récents occasionnels
12499,560,1,393.72,2010-05-28 15:12:00,2010-05-28 15:12:00,Germany,560,393.72,1,Achats anciens à faible montant
12500,23,19,5955.21,2010-02-04 15:05:00,2011-11-16 16:20:00,Germany,673,313.4321052631579,0,Champions
12501,337,1,2169.39,2011-01-07 12:28:00,2011-01-07 12:28:00,Germany,337,2169.39,4,Achats anciens
12502,96,5,3723.87,2011-02-03 10:41:00,2011-09-05 11:52:00,Spain,310,744.774,2,Actifs à montant élevé
12503,584,1,1126.0,2010-05-04 13:59:00,2010-05-04 13:59:00,Spain,584,1126.0,4,Achats anciens
12504,18,4,779.05,2010-04-22 10:24:00,2011-11-21 16:02:00,Germany,597,194.7625,3,Achats récents occasionnels
12505,409,1,955.2,2010-10-27 09:18:00,2010-10-27 09:18:00,Italy,409,955.2,4,Achats anciens
12506,233,1,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,France,233,73.5,1,Achats anciens à faible montant
12507,134,4,1844.06,2010-05-04 09:23:00,2011-07-28 17:09:00,Spain,585,461.015,4,Achats anciens
12508,26,2,397.88,2011-11-10 16:27:00,2011-11-13 15:37:00,France,29,198.94,3,Achats récents occasionnels
12509,284,1,176.5,2011-02-28 14:45:00,2011-02-28 14:45:00,France,284,176.5,1,Achats anciens à faible montant
12510,143,9,5178.02,2009-12-04 13:47:00,2011-07-20 10:15:00,Spain,735,575.3355555555556,2,Actifs à montant élevé
12511,429,1,3084.02,2010-10-07 10:39:00,2010-10-07 10:39:00,Greece,429,3084.02,4,Achats anciens
12512,66,2,132.18,2011-10-04 14:53:00,2011-10-04 14:55:00,Israel,66,66.09,1,Achats anciens à faible montant
12513,113,1,612.29,2011-08-19 10:51:00,2011-08-19 10:51:00,France,113,612.29,1,Achats anciens à faible montant
12514,267,2,1597.76,2010-03-08 12:18:00,2011-03-17 16:38:00,Italy,642,798.88,4,Achats anciens
12515,353,1,383.7,2010-12-21 15:43:00,2010-12-21 15:43:00,Italy,353,383.7,1,Achats anciens à faible montant
12516,78,4,2648.62,2010-04-19 14:14:00,2011-09-23 09:13:00,Germany,599,662.155,2,Actifs à montant élevé
12517,28,5,2481.6,2011-06-02 15:13:00,2011-11-11 14:04:00,Germany,190,496.32,2,Actifs à montant élevé
12518,1,5,2056.89,2011-08-21 13:18:00,2011-12-09 10:13:00,Germany,110,411.378,2,Actifs à montant élevé
12519,64,2,716.54,2010-08-20 08:21:00,2011-10-07 09:26:00,Germany,477,358.27,3,Achats récents occasionnels
12520,79,5,2634.26,2011-03-11 11:35:00,2011-09-21 15:23:00,Germany,274,526.8520000000001,2,Actifs à montant élevé
12521,143,1,599.68,2011-07-20 10:51:00,2011-07-20 10:51:00,Germany,143,599.68,1,Achats anciens à faible montant
12522,39,2,192.72,2011-10-19 14:41:00,2011-10-31 15:30:00,Germany,51,96.36,3,Achats récents occasionnels
12523,19,23,4352.35,2009-12-07 13:46:00,2011-11-20 12:55:00,France,732,189.2326086956522,0,Champions
12524,9,17,11126.11,2010-02-08 14:41:00,2011-11-30 15:31:00,Germany,669,654.4770588235294,0,Champions
12525,498,3,973.73,2010-03-02 14:01:00,2010-07-29 16:08:00,France,647,324.57666666666665,4,Achats anciens
12526,1,3,1316.66,2011-09-06 14:19:00,2011-12-09 12:09:00,Germany,94,438.8866666666667,3,Achats récents occasionnels
12527,82,5,735.51,2010-06-28 15:37:00,2011-09-19 11:55:00,Germany,529,147.102,4,Achats anciens
12528,9,6,1933.48,2011-01-31 09:05:00,2011-11-30 14:40:00,Germany,313,322.24666666666667,2,Actifs à montant élevé
12529,528,1,316.48,2010-06-29 13:10:00,2010-06-29 13:10:00,France,528,316.48,1,Achats anciens à faible montant
12530,60,9,3759.26,2010-03-07 14:37:00,2011-10-11 12:34:00,Germany,642,417.6955555555556,2,Actifs à montant élevé
12531,15,2,1933.2,2010-01-22 14:17:00,2011-11-25 11:12:00,Germany,686,966.6,3,Achats récents occasionnels
12532,30,1,349.83000000000004,2011-11-09 13:47:00,2011-11-09 13:47:00,France,30,349.83000000000004,3,Achats récents occasionnels
12533,628,2,1367.89,2009-12-01 11:50:00,2010-03-22 10:56:00,Germany,739,683.945,4,Achats anciens
12534,131,1,1089.18,2011-08-01 10:26:00,2011-08-01 10:26:00,Germany,131,1089.18,4,Achats anciens
12535,92,2,716.35,2011-06-06 12:47:00,2011-09-09 08:48:00,France,187,358.175,4,Achats anciens
12536,43,3,12601.830000000002,2011-10-11 14:52:00,2011-10-27 14:20:00,France,59,4200.610000000001,2,Actifs à montant élevé
12537,409,1,732.94,2010-10-27 08:36:00,2010-10-27 08:36:00,Sweden,409,732.94,1,Achats anciens à faible montant
12538,29,2,640.45,2010-11-26 13:02:00,2011-11-10 17:16:00,Spain,378,320.225,3,Achats récents occasionnels
12539,22,7,11214.75,2009-12-23 13:00:00,2011-11-17 13:30:00,Spain,716,1602.107142857143,2,Actifs à montant élevé
12540,20,33,22254.49,2009-12-07 16:56:00,2011-11-20 11:31:00,Spain,732,674.3784848484848,0,Champions
12541,30,3,981.18,2011-03-04 09:32:00,2011-11-10 10:40:00,Spain,281,327.06,3,Achats récents occasionnels
12542,484,2,481.88,2010-03-09 16:26:00,2010-08-12 19:12:00,Spain,640,240.94,1,Achats anciens à faible montant
12543,448,1,980.25,2010-09-17 15:51:00,2010-09-17 15:51:00,Spain,448,980.25,4,Achats anciens
12544,36,1,372.7,2011-11-03 16:15:00,2011-11-03 16:15:00,Spain,36,372.7,3,Achats récents occasionnels
12545,75,2,1000.39,2011-03-25 12:04:00,2011-09-25 13:39:00,Spain,260,500.195,3,Achats récents occasionnels
12546,47,2,1161.5,2011-09-23 09:44:00,2011-10-24 12:09:00,Spain,78,580.75,3,Achats récents occasionnels
12547,198,3,383.58,2010-07-27 13:55:00,2011-05-26 12:38:00,Spain,500,127.86,4,Achats anciens
12548,166,1,95.19999999999999,2011-06-26 15:35:00,2011-06-26 15:35:00,Spain,166,95.19999999999999,1,Achats anciens à faible montant
12549,576,6,1575.68,2010-01-11 12:29:00,2010-05-13 12:05:00,USA,698,262.61333333333334,4,Achats anciens
12550,79,1,964.83,2011-09-21 14:35:00,2011-09-21 14:35:00,Spain,79,964.83,3,Achats récents occasionnels
12551,358,1,168.0,2010-12-17 11:23:00,2010-12-17 11:23:00,Spain,358,168.0,1,Achats anciens à faible montant
12552,39,2,437.82,2011-10-31 12:11:00,2011-11-01 10:02:00,Italy,40,218.91,3,Achats récents occasionnels
12553,8,12,4608.75,2010-10-12 13:35:00,2011-12-01 16:38:00,France,423,384.0625,0,Champions
12554,449,1,468.5,2010-09-17 12:29:00,2010-09-17 12:29:00,Spain,449,468.5,1,Achats anciens à faible montant
12555,682,1,129.23,2010-01-26 16:26:00,2010-01-26 16:26:00,Spain,682,129.23,1,Achats anciens à faible montant
12556,50,2,599.56,2011-07-11 13:35:00,2011-10-20 13:06:00,Spain,151,299.78,3,Achats récents occasionnels
12557,16,8,18716.14,2009-12-17 10:39:00,2011-11-23 16:59:00,Spain,723,2339.5175,0,Champions
12558,8,1,269.96,2011-12-02 10:41:00,2011-12-02 10:41:00,USA,8,269.96,3,Achats récents occasionnels
12559,311,2,561.71,2011-01-24 10:12:00,2011-02-02 09:49:00,Germany,320,280.855,4,Achats anciens
12560,5,3,2134.01,2011-07-19 15:55:00,2011-12-04 13:54:00,Germany,143,711.3366666666667,3,Achats récents occasionnels
12561,303,1,238.85,2011-02-10 11:39:00,2011-02-10 11:39:00,Germany,303,238.85,1,Achats anciens à faible montant
12562,8,9,4966.92,2010-09-30 13:13:00,2011-12-01 17:20:00,France,435,551.88,2,Actifs à montant élevé
12563,409,1,249.24,2010-10-27 09:52:00,2010-10-27 09:52:00,Italy,409,249.24,1,Achats anciens à faible montant
12564,261,1,456.9,2011-03-23 14:55:00,2011-03-23 14:55:00,France,261,456.9,1,Achats anciens à faible montant
12565,289,1,145.92,2011-02-24 10:34:00,2011-02-24 10:34:00,Saudi Arabia,289,145.92,1,Achats anciens à faible montant
12566,86,1,351.65,2011-09-14 14:30:00,2011-09-14 14:30:00,Germany,86,351.65,1,Achats anciens à faible montant
12567,23,15,13709.86,2010-02-11 10:30:00,2011-11-17 11:02:00,France,667,913.9906666666667,0,Champions
12568,645,1,70.0,2010-03-05 09:15:00,2010-03-05 09:15:00,Germany,645,70.0,1,Achats anciens à faible montant
12569,2,32,4124.69,2011-04-01 13:47:00,2011-12-07 16:24:00,Germany,252,128.8965625,0,Champions
12570,682,1,77.52,2010-01-26 17:28:00,2010-01-26 17:28:00,Spain,682,77.52,1,Achats anciens à faible montant
12571,40,2,519.61,2011-08-10 12:35:00,2011-10-31 10:19:00,France,122,259.805,3,Achats récents occasionnels
12572,9,2,1020.42,2011-10-19 08:20:00,2011-12-01 09:20:00,Germany,52,510.21,3,Achats récents occasionnels
12573,227,5,717.41,2010-08-31 17:25:00,2011-04-26 15:52:00,France,465,143.482,4,Achats anciens
